id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_s,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
448,No candidate mentioned,0.4853,yes,0.6966,Positive,1,0.6966,None of the above,0.4853,,PlatinumB_RICH,,7,,,RT @WhoIsSizzle: Hillary spent the #GOPDebate with Kim and Kanye ... This is what I love to see http://t.co/H9T0a4IJxX http://t.co/KqS216nBâ€¦,,8/7/2015 9:51,6.29696E+17,"In a corner, SCREAMING!!!",Amsterdam
449,John Kasich,1,yes,1,Negative,2,0.6742,None of the above,1,,StuartJOrr,,0,,,John Kasich seems like a decent guy shame he'll drowned out by the loonies in the #GOP #GOPDebate,,8/7/2015 9:51,6.29696E+17,"Glasgow, Scotland",Edinburgh
450,Donald Trump,1,yes,1,Negative,2,1,None of the above,0.6667,,Txwolfpackbride,,137,,,RT @feministabulous: My feelings about Trump after #GOPDebate: http://t.co/bKuz2OiamE,,8/7/2015 9:51,6.29696E+17,,
451,No candidate mentioned,1,yes,1,Negative,2,0.7127,None of the above,0.6614,,primadonna68,,560,,,"RT @deray: In the end, Bingo! #GOPDebate http://t.co/xul0Y2qXp6",,8/7/2015 9:51,6.29696E+17,Wherever Carmen Sandiago is.,
452,Chris Christie,1,yes,1,Negative,2,1,None of the above,1,,TimothyMPate,,0,,,"Chris Christie said he was appointed U.S. Attorney Sept. 10, 2001. He was actually appointed Dec. 7, 2001. #GOPDebate http://t.co/8Y8GkqTnvK",,8/7/2015 9:51,6.29696E+17,"Saint Paul, MN",
453,Chris Christie,0.3819,yes,0.618,Negative,2,0.618,None of the above,0.3819,,SD_Zach,,0,,,Chris Christie fundamentally misunderstands the 4th amendment &amp; got owned by @RandPaul over NSA: http://t.co/XawzzRHVFi #GOPDebate,,8/7/2015 9:51,6.29696E+17,"San Diego, CA",Pacific Time (US & Canada)
454,No candidate mentioned,0.4265,yes,0.6531,Negative,2,0.6531,,0.2266,,mojaavi,,227,,,"RT @cmclymer: Fun Fact: in this party of super patriots, not a single candidate on stage has served a day in the military.

#GOPDebate",,8/7/2015 9:51,6.29696E+17,,Arizona
455,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,AbehoSooh,,25,,,RT @RealAlexJones: '@RealAlexJones will be taking twitter questions on #GOPdebate in 3rd hr of today's show. Watch live 11am-2pm ct: http:/â€¦,,8/7/2015 9:51,6.29696E+17,,
456,No candidate mentioned,1,yes,1,Neutral,0,0.7059,None of the above,1,,MacManX,,458,,,"RT @kelkulus: SURPRISE TWIST: Kevin Spacey appears on stage, taps his ring on the podium, then pushes all 10 candidates in front of a trainâ€¦",,8/7/2015 9:51,6.29696E+17,"California, USA",Pacific Time (US & Canada)
457,Donald Trump,1,yes,1,Neutral,0,0.6703,None of the above,0.6703,,marcannem96,,0,,,"@exjon @EssmailPatricia @CuffyMeh 
Trump supporters threaten to take Nerf ball home after hard hit.
#GOPDebate #TrumpsPeePeehurts",,8/7/2015 9:51,6.29696E+17,"Houston, TX",
458,Ted Cruz,1,yes,1,Positive,1,1,None of the above,0.6941,,josemorelos,,257,,,"RT @WAGNERGIRLE: Thank you @tedcruz for speaking out on #govermentcartel 

#MakeAmericaGreatAgain  #SecureTheBorder #GOPDebate http://t.co/â€¦",,8/7/2015 9:51,6.29696E+17,"California, USA",Tijuana
459,No candidate mentioned,1,yes,1,Neutral,0,0.6513,Women's Issues (not abortion though),0.6994,,knotiookin,,1163,,,RT @MattyIceAZ: IRONY: Watching 10 men debate women's right to choose. #GOPDebate,,8/7/2015 9:51,6.29696E+17,,
460,No candidate mentioned,0.684,yes,1,Neutral,0,1,None of the above,1,,marchoutgraaf,,0,,,The First #GOPDebate: Social Media Reaction and More http://t.co/Ih9KSywL7Y,,8/7/2015 9:51,6.29696E+17,Worlwide,Central Time (US & Canada)
461,No candidate mentioned,0.4698,yes,0.6854,Negative,2,0.3483,Immigration,0.4698,,EusebiaAq,,0,,,Who's the real illegal alien AMERICA  #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,8/7/2015 9:51,6.29696E+17,America,Eastern Time (US & Canada)
462,Donald Trump,0.466,yes,0.6827,Positive,1,0.3479,None of the above,0.466,,BenGoldberger,,0,,,Which candidate really likes hugs? The one word that defined each one's #GOPDebate http://t.co/RGHrEnzEwI http://t.co/rZZzG0m3P0,,8/7/2015 9:51,6.29696E+17,New York,
463,No candidate mentioned,1,yes,1,Negative,2,0.682,LGBT issues,1,,EliOnTheRework,,5,,,RT @imfabulous13: I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. #RSG15 #GOPDebate http://â€¦,,8/7/2015 9:51,6.29696E+17,PAGE FOR LIKE MINDED FRIENDS,Pacific Time (US & Canada)
464,John Kasich,0.4531,yes,0.6731,Negative,2,0.6731,LGBT issues,0.4531,,greatNPtweets,,197,,,"RT @HRC: .@JohnKasich said heâ€™d love his daughters if they were gay, but his voting record says otherwise #GOPDebate http://t.co/qWNQMbLZ5d",,8/7/2015 9:51,6.29696E+17,,
465,No candidate mentioned,1,yes,1,Negative,2,1,Women's Issues (not abortion though),0.6705,,bethanymckenzie,,220,,,"RT @Marmel: MY mother worked.
THEIR mothers worked.
YOUR mothers worked.
Nobody mentioned their mothers.
Nobody.
#GOPDebate",,8/7/2015 9:51,6.29696E+17,Canada,Pacific Time (US & Canada)
466,No candidate mentioned,0.3941,yes,0.6277,Neutral,0,0.3321,,0.2337,,scotmcesler,,0,,,#GOPDebate #AffordableCareAct more #flaws than the #Constitution #repeal it http://t.co/oZMIdags6W    #jpnet http://t.co/iU7jNB5Fte,,8/7/2015 9:51,6.29696E+17,,Arizona
467,No candidate mentioned,1,yes,1,Neutral,0,0.6907,None of the above,1,,Bobcat_I,,5,,,RT @IamTheDenk: #GOPDebate tonight. Really just wanna see who can cut the best promo.,,8/7/2015 9:51,6.29696E+17,Montreal Canada,Eastern Time (US & Canada)
468,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,amanda_lynna,,0,,,John Oliver: the new Jon Stewart. Can't wait for his coverage of #GOPDebate #JonVoyage,,8/7/2015 9:51,6.29696E+17,,Quito
469,No candidate mentioned,1,yes,1,Positive,1,1,None of the above,0.6775,,theheartlander,,3,,,RT @LittleLadyCassy: #GOPDebate Loving Fiorina. Smart and on point!,,8/7/2015 9:51,6.29696E+17,Deep in the heart of Kansas,Bogota
470,No candidate mentioned,1,yes,1,Negative,2,1,Abortion,1,,KompAREN_,,284,,,RT @catie__warren: As a reminder. Less than 3 percent of what #PlannedParenthood does deals with abortions. But this debate won't tell you â€¦,,8/7/2015 9:51,6.29696E+17,"Los Angeles,California",Pacific Time (US & Canada)
471,No candidate mentioned,0.4545,yes,0.6742,Negative,2,0.6742,None of the above,0.4545,,EscapeVelo,,14,,,"RT @k_mcq: GOP base voters have been targeted by leftist terror campaigns for years, &amp; the GOP establishment relentlessly manipulates that.â€¦",,8/7/2015 9:51,6.29696E+17,Twitter,
472,Donald Trump,1,yes,1,Negative,2,0.6917,None of the above,1,,areebalovesyou,,52,,,"RT @MilesOrionFeld: ""Are you not entertained?!?!?!"" Then #Trump throws a severed head into the crowd. #GOPDebate",,8/7/2015 9:51,6.29696E+17,,
473,No candidate mentioned,1,yes,1,Neutral,0,0.6824,None of the above,1,,DCameronSmith,,0,,,Check out the candidates' best lines from the first #GOPdebate http://t.co/JI0J6pNSIS #tcot #alpolitics,,8/7/2015 9:51,6.29696E+17,,Central Time (US & Canada)
474,Ted Cruz,1,yes,1,Negative,2,0.6742,None of the above,1,,ImAlexaF,,89,,,"RT @ThatChrisGore: I'm not really sure about President, but Ted Cruz would make an excellent Marvel villain. #GOPDebate #TedCruz #Marvel",,8/7/2015 9:51,6.29696E+17,ucd'19,Pacific Time (US & Canada)
475,No candidate mentioned,1,yes,1,Negative,2,1,Racial issues,0.6791,,happykatek,,340,,,"RT @zellieimani: During debates on terrorism, don't expect anyone to bring up white supremacist organizations engaging in terrorism. #KKKorâ€¦",,8/7/2015 9:51,6.29696E+17,,
476,No candidate mentioned,0.481,yes,0.6936,Negative,2,0.3718,FOX News or Moderators,0.2579,,greenspaceguy,,1,,,@TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) https://t.co/voVjmTwu5J,,8/7/2015 9:51,6.29696E+17,Michigan,Central Time (US & Canada)
477,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,paul_staubs,,8,,,"RT @ARTEM_KLYUSHIN: Here are some of the highlights from last night's #GOPdebate
https://t.co/3e1lnT2Tql",,8/7/2015 9:51,6.29696E+17,"Tierra Verde, FL",
478,Donald Trump,1,yes,1,Negative,2,1,None of the above,0.6778,,FreedomJames7,,0,,,"Donald Trump: Reagan Was A Con Man Who Couldn't 'Deliver The Goods' | ThinkProgress
#GOPDebate http://t.co/LHmRKxWvcI",,8/7/2015 9:51,6.29696E+17,,
479,Mike Huckabee,0.2442,yes,0.6882,Positive,1,0.3548,None of the above,0.4736,,Sir_Max,,0,,,GmaDawny: RT RhondaWatkGwyn: #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet http://t.co/Ba4O0Kwluu,,8/7/2015 9:51,6.29696E+17,California,
480,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,PeteModi,,0,,,2016 @GOP Primary Tourney - @NCAA bracket format to narrow 16 candidates to final 4 #GOPDebate @RealClearNews http://t.co/ocEtmHT6Ba,,8/7/2015 9:51,6.29696E+17,"McLean, VA",Eastern Time (US & Canada)
481,No candidate mentioned,1,yes,1,Negative,2,0.6789,None of the above,1,,WorldwideJoeyC,,0,,,#GOPDebate didn't offer a single solution to any salient issues,,8/7/2015 9:50,6.29696E+17,dreamville,Central Time (US & Canada)
482,No candidate mentioned,1,yes,1,Negative,2,0.6706,None of the above,1,,sodaaccident,,0,,,#GOPDebate so which presidential candidate stuck their thing into the presidential electric sharpener,,8/7/2015 9:50,6.29696E+17,"El Paso, Texas",
483,No candidate mentioned,0.4153,yes,0.6444,Neutral,0,0.6444,None of the above,0.4153,,EmotientInc,,1,,,Emotion-Reading Technology First &amp; Only To Analyze Audience Reactions To #GOPDebate: http://t.co/LtqgCdy60w http://t.co/bYwwEdhVgg,,8/7/2015 9:50,6.29696E+17,"San Diego, CA",
484,Ted Cruz,1,yes,1,Neutral,0,1,Foreign Policy,0.6899,,Bobby9527,,74,,,RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate,,8/7/2015 9:50,6.29696E+17,,Eastern Time (US & Canada)
485,Ted Cruz,1,yes,1,Positive,1,0.6705,None of the above,0.6358,,zhynaryll,,42,,,"RT @JGalt9: Love that Cruz introduced a bill to strip citizenship from Americans who join ISIS 
#GOPDebate http://t.co/MylrLV0U7e",,8/7/2015 9:50,6.29696E+17,"Eufaula, AL",
486,No candidate mentioned,0.4444,yes,0.6667,Neutral,0,0.6667,None of the above,0.4444,,lucasmillerwsu,,0,,,"@joshbretow dude I totally thought the PFTCommenter pic from the #GOPDebate was photo shopped, guess not, hahaha so righteous",,8/7/2015 9:50,6.29696E+17,"Phoenix, AZ - USA",Pacific Time (US & Canada)
487,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,George_Gramm,,1,,,"RT @Anergo_Teacher: Seriously, #Trump is dangerous for the whole world. #GOPDebate",,8/7/2015 9:50,6.29696E+17,Welcome to Greece:),
488,No candidate mentioned,1,yes,1,Negative,2,0.6703,Abortion,1,,kieranfb,,1,,,"RT @joehudsonsmall: ""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopefulâ€¦",,8/7/2015 9:50,6.29696E+17,"Newcastle Upon-Tyne, UK",Europe/London
489,Jeb Bush,1,yes,1,Negative,2,1,Healthcare (including Medicare),0.3622,,Alee_Bono,,0,,,"Jeb Bush: ""I defunded Planned Parenthood""

....he is proud that he denied thousands of women access to life saving healthcare...
#GOPDebate",,8/7/2015 9:50,6.29696E+17,The Moon,Mountain Time (US & Canada)
490,No candidate mentioned,0.4217,yes,0.6494,Positive,1,0.3347,,0.2277,,friarsfriars,,21,,,RT @richarddeitsch: .@FrankBruni on #GOPDebate is a writer at the top of his game: http://t.co/jTs30aLyUi,,8/7/2015 9:50,6.29696E+17,,
491,Rand Paul,1,yes,1,Negative,2,0.6794,None of the above,1,,arrowsmithwoman,,33,,,RT @PamelaGeller: Now we know Rand's strategy - he's going after Trump. He's got nothing to lose - he is nowhere anyway #GOPDebate,,8/7/2015 9:50,6.29696E+17,Florida,Eastern Time (US & Canada)
492,Donald Trump,1,yes,1,Negative,2,1,Healthcare (including Medicare),0.6632,,jhmilner,,0,,,Credit where credit is due - I was shocked #SHOCKED by Trump's cogent health care debate response #GOPdebate  https://t.co/Mdfg53UfaZ,,8/7/2015 9:50,6.29696E+17,Urban Institute-Washington DC,Eastern Time (US & Canada)
493,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,0.6824,,Liberalibrarian,,1633,,,"RT @pattonoswalt: ""That concludes our debate! Please welcome the Koch Brothers who will choose an ideological broodmare from our whore-stabâ€¦",,8/7/2015 9:50,6.29696E+17,"Las Vegas, Nevada",America/Los_Angeles
494,No candidate mentioned,1,yes,1,Negative,2,1,Foreign Policy,0.6889,,robhair,,942,,,RT @ColMorrisDavis: Amusing to hear men who chose not to serve in the military talk tough about using other people's kids to backup their bâ€¦,,8/7/2015 9:50,6.29696E+17,"Costa Mesa, CA",Pacific Time (US & Canada)
495,No candidate mentioned,1,yes,1,Negative,2,0.6949,Religion,1,,ExtremeLiberal,,0,,,Is God going to be like the Co-president or something? #GOPDebate #eleventhdebater,,8/7/2015 9:50,6.29696E+17,Michigan,Atlantic Time (Canada)
496,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,LawrenceLange1,,60,,,"RT @RedStateJake: I'd pay some serious $$$ to watch someone grill these 2 egomaniacal bullies in an interview. 

#GOPDebate #KellyFile httpâ€¦",,8/7/2015 9:50,6.29696E+17,,
497,No candidate mentioned,0.4074,yes,0.6383,Positive,1,0.3404,None of the above,0.4074,,mgremb,,0,,,Kind of glad I didn't get to watch the #GOPDebate yesterday. Better for my mental health! ðŸ˜Š,,8/7/2015 9:50,6.29696E+17,seattle,Pacific Time (US & Canada)
498,,0.2337,yes,0.6277,Neutral,0,0.3511,None of the above,0.394,,JodyPaulson,,0,,,"@Bipartisanism Well, technically we didn't, but the Supreme Court said we did.  #GOPDebate",,8/7/2015 9:50,6.29696E+17,"IN, USA",
499,No candidate mentioned,1,yes,1,Neutral,0,0.6818,None of the above,1,,akbarjenkins,,1,,,"Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKruse #GOPdebate",,8/7/2015 9:50,6.29696E+17,"Atlanta, GA",Eastern Time (US & Canada)
500,No candidate mentioned,1,yes,1,Negative,2,1,Abortion,1,,_faaaaded_,,508,,,RT @amaraconda: I SWEAR TO GOD IF ANOTHER CIS WHITE MAN SPEAKS ON ABORTION LIKE THEY KNOW WHAT ITS LIKE BEING PREGNANT......... #GOPDebate,,8/7/2015 9:50,6.29696E+17,// Georgia //,Eastern Time (US & Canada)
501,No candidate mentioned,1,yes,1,Neutral,0,0.6484,None of the above,0.6593,,komodoman,,0,,,"Fun game: When re-watching the #GOPDebate replace the word ""God"" with ""Koch Bros"" or ""Reagan.""",,8/7/2015 9:50,6.29696E+17,,
502,Donald Trump,1,yes,1,Negative,2,1,None of the above,0.6739,,dmc2et,,0,,,@ElianaBenador @PoliticalShort @Samlove0313Love @_AndyBryant @ebenjones @mjgranger1 #GOPDebate Trump too selfish &amp; immature to have power.,,8/7/2015 9:50,6.29696E+17,"SE Georgia, USA",Eastern Time (US & Canada)
503,No candidate mentioned,1,yes,1,Neutral,0,0.6889,None of the above,0.6667,,hiphughes,,0,,,After my #GOPDebate tweet-athon I think I gained 200 political satirists followers but lost 250 of my teacher peeps.  U can't win them all.,,8/7/2015 9:50,6.29696E+17,"Buffalo, NY",Eastern Time (US & Canada)
504,Donald Trump,1,yes,1,Neutral,0,0.3622,None of the above,0.6701,,milagroswhip,,288,,,"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crowâ€¦",,8/7/2015 9:50,6.29696E+17,,Central Time (US & Canada)
505,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,ageisenbarth,,12,,,RT @ethicistforhire: Ten rich narcissists spouting nihilistic applause lines is not a debate. It is a Zeitgeistâ€¦ #GOPDebate,,8/7/2015 9:50,6.29696E+17,"Oregon, USA",
506,Marco Rubio,0.3872,yes,0.6222,Positive,1,0.6222,None of the above,0.3872,,jreyes_6,,0,,,Really thought @marcorubio had a solid performance last night! #GOPDebate,,8/7/2015 9:50,6.29696E+17,"San Antonio, Texas",Eastern Time (US & Canada)
507,Ben Carson,1,yes,1,Positive,1,0.6939,None of the above,1,,samanthabynum,,0,,,"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson",,8/7/2015 9:50,6.29696E+17,,
508,No candidate mentioned,0.6966,yes,1,Neutral,0,1,None of the above,0.6966,,thefullmonte,,0,,,Highlight video part 2 from the #Iowa #GOPDebate parties last night. Full video here. https://t.co/ZAQ07p8qY6 http://t.co/b2meuKtY63,,8/7/2015 9:50,6.29696E+17,As Many Places As Possible,Central Time (US & Canada)
509,Mike Huckabee,1,yes,1,Positive,1,0.6977,None of the above,1,,melissagowens02,,61,,,"RT @GovMikeHuckabee: ""@GovMikeHuckabee had a good night...he did well tonight."" - @BretBaier #ImWithHuck #GOPDebate
https://t.co/FN6m0gMKnq",,8/7/2015 9:50,6.29696E+17,,
510,Donald Trump,0.6957,yes,1,Negative,2,0.6957,FOX News or Moderators,1,,kardle,,135,,,"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her.  #GOPDebate",,8/7/2015 9:50,6.29696E+17,,
511,Ted Cruz,1,yes,1,Positive,1,0.6597,None of the above,0.6597,,LibertySings,,434,,,RT @megynkelly: .@tedcruz gets powerful response from @FrankLuntz focus group. #KellyFile #GOPDebate,,8/7/2015 9:50,6.29696E+17,"Brewster County, TX- #TGDN",Central Time (US & Canada)
512,No candidate mentioned,1,yes,1,Negative,2,0.681,Religion,1,,annemargaretj,,0,,,Why is God &amp; religion important in an election? Religion shouldn't play a part in the decision making in your country. #GOPDebate,,8/7/2015 9:50,6.29696E+17,"Breslau, Ontario ",
513,Donald Trump,0.2575,yes,0.6742,Negative,2,0.6742,Women's Issues (not abortion though),0.2575,,JulietteIsabell,,0,,,"That pose is SO awkward. Who in the hell did she work with?  She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat",,8/7/2015 9:50,6.29696E+17,"Greenwich, CT. ",Eastern Time (US & Canada)
514,No candidate mentioned,0.6484,yes,1,Negative,2,1,Racial issues,1,,mommamix4,,10,,,RT @goddessjaz: The discussion of racist police violence was over before I finished typing that tweet. #GOPdebate #KKKorGOP,,8/7/2015 9:50,6.29696E+17,"Arizona, USA",
515,Ted Cruz,1,yes,1,Positive,1,1,None of the above,1,,MaidmaeMarion,,98,,,RT @RickCanton: #CruzCrew - the outsider. Always tells the truth. Honors commitments. #GOPDebate http://t.co/WHEoRxlcid,,8/7/2015 9:50,6.29696E+17,,
516,Jeb Bush,1,yes,1,Negative,2,0.6867,None of the above,0.6627,,__ImJG,,4,,,"RT @MsPeoples: jebbush tell me more about this  ""hang em by the neck"" wing of your party....#GOPDebate #KKKorGOP https://t.co/8fgWctd2bb",,8/7/2015 9:50,6.29696E+17,#MSU18,Eastern Time (US & Canada)
517,No candidate mentioned,1,yes,1,Neutral,0,0.6907,None of the above,1,,redsoxmonster,,0,,,"If you're sick of #GOPDebate analysis, wait until Sunday night when @iamjohnoliver and @LastWeekTonight are locks to make us all LOL.",,8/7/2015 9:50,6.29696E+17,New York City ,Mid-Atlantic
518,No candidate mentioned,0.4545,yes,0.6742,Negative,2,0.6742,Women's Issues (not abortion though),0.4545,,chloerjost,,0,,,"i dont care if you think you dont have time to be PC, being respectful to women is something that should be in your nature #GOPDebate",,8/7/2015 9:50,6.29696E+17,,Atlantic Time (Canada)
519,Ben Carson,1,yes,1,Positive,1,0.3518,Racial issues,1,,1KissedGirl1,,663,,,"RT @zellieimani: Ben Carson: No one seems to see me or cares what I have to say . 

But racism doesnt exist. #KKKorGOP #GOPDebate http://t.â€¦",,8/7/2015 9:50,6.29696E+17,Texas,Central Time (US & Canada)
520,No candidate mentioned,1,yes,1,Neutral,0,0.6432,None of the above,1,,Sceddar,,75,,,RT @Bipartisanism: Get ready to play #GOPDebate bingo! http://t.co/rWgY9doZX6,,8/7/2015 9:50,6.29696E+17,East LA aka East Lower Alabama,Central Time (US & Canada)
521,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,Hafrica_,,0,,,It's not a coincidence that you couldn't watch the #GOPDebate unless you had cable.,,8/7/2015 9:50,6.29696E+17,Sierra Leone | Ohio | Georgia,Eastern Time (US & Canada)
522,No candidate mentioned,1,yes,1,Neutral,0,0.3596,FOX News or Moderators,1,,nightridercz5,,91,,,"RT @RedStateJake: NEWSFLASH: You need to be knocked down a peg or 3, @megynkelly.

#GOPDebate #KellyFile
#PJNET #tcot 
#MegynKelly http://tâ€¦",,8/7/2015 9:50,6.29696E+17,At Large,Eastern Time (US & Canada)
523,Rand Paul,0.4495,yes,0.6705,Negative,2,0.6705,None of the above,0.4495,,mikeymo22,,99,,,RT @Writeintrump: I'm at the #GOPDebate After Party. Rand Paul couldn't get in since the bar we're at doesn't allow Poodles.,,8/7/2015 9:50,6.29696E+17,"Sicklerville,NJ",Eastern Time (US & Canada)
524,No candidate mentioned,0.6598,yes,1,Negative,2,0.6598,FOX News or Moderators,1,,ctmommy,,0,,,@megynkelly thinks high ratings for @FoxNews #GOPDebate were because of HER! Hate to break it to you honeyâ€¦.@realDonaldTrump,,8/7/2015 9:50,6.29696E+17,New Jersey,Eastern Time (US & Canada)
525,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,M_Netherton,,0,,,Walked out of a restaurant last night even before my meal came feeling sick to my stomach #GOPDebate,,8/7/2015 9:50,6.29696E+17,"Bainbridge Island, WA",
526,John Kasich,0.3508,yes,1,Neutral,0,0.6868,None of the above,1,,dmarro,,0,,,"Winners of the #GOPDebate as far as I'm concerned:
@CarlyFiorina 
@JohnKasich 
@RealBenCarson 
@marcorubio",,8/7/2015 9:50,6.29696E+17,"Long Island, NY",
527,No candidate mentioned,1,yes,1,Positive,1,0.6729,FOX News or Moderators,0.6729,,myagent2000,,4,,,"RT @AlexisinNH: Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",,8/7/2015 9:50,6.29696E+17,"Georgia, Texas, New Mexico",
528,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,MisteProgram,,0,,,"#gopdebate Both debate stages were so filled with liars, traitors, double-talking cheaters, deceiving misogynists it stunk to high heaven.",,8/7/2015 9:50,6.29696E+17,,Eastern Time (US & Canada)
529,Chris Christie,1,yes,1,Neutral,0,1,None of the above,0.663,,sharynbovat,,0,,,If we played #GOPdebate survivor @CarlyFiorina @BobbyJindal should replace @ChrisChristie &amp; @GovMikeHuckabee http://t.co/yfaJHhIVKG @gannett,,8/7/2015 9:50,6.29696E+17,Washington DC,Central Time (US & Canada)
530,Donald Trump,0.4716,yes,0.6867,Neutral,0,0.3855,FOX News or Moderators,0.4716,,mikeymo22,,340,,,RT @Writeintrump: Anyone know why Megan Kelly was so pissed at me during the #GOPDebate? I'm pretty sure I was never married to her.,,8/7/2015 9:50,6.29696E+17,"Sicklerville,NJ",Eastern Time (US & Canada)
531,Mike Huckabee,1,yes,1,Negative,2,0.6932,LGBT issues,1,,sasasamm,,1,,,"RT @Jayedilla: Surprise surprise, @GovMikeHuckabee thinks #trans life is a ""social experiment"" #GOPDebate",,8/7/2015 9:50,6.29696E+17,Cleveland/Akron,Eastern Time (US & Canada)
532,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,franciscanwife,,3,,,"RT @BobLonsberry: Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts.",,8/7/2015 9:50,6.29696E+17,Finger Lakes Region,Atlantic Time (Canada)
533,No candidate mentioned,1,yes,1,Positive,1,0.6809,FOX News or Moderators,0.6809,,ramglez38,,228,,,"RT @megynkelly: Crazy day, fun night, exhausting week. This is moments before the #GOPDebate - firing up for the big event. http://t.co/vwGâ€¦",,8/7/2015 9:50,6.29696E+17,,
534,Ted Cruz,1,yes,1,Positive,1,1,None of the above,1,,EscapeVelo,,8,,,RT @thecjpearson: Called it. #GOPDebate #2016 #CruzToVictory http://t.co/P5JEm3cfpW,,8/7/2015 9:50,6.29696E+17,Twitter,
535,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,patriotmom61,,0,,,".@BillHemmer Did you ask Romney if his ""moment had passed?""  Would you have asked Reagan in 1980 the same? Worst question of the #GOPDebate",,8/7/2015 9:50,6.29696E+17,Virginia Peninsula,Quito
536,No candidate mentioned,1,yes,1,Positive,1,1,None of the above,1,,karicutie21,,1125,,,RT @pattonoswalt: They're talking about Hilary like she's John Wick. I love it. #GOPDebate,,8/7/2015 9:50,6.29696E+17,"Vancouver, BC",
537,No candidate mentioned,1,yes,1,Negative,2,1,Religion,0.6556,,stackartist,,0,,,Strange. God told me NOT to vote for them. #GOPDebate  https://t.co/b8SR6mMALx,,8/7/2015 9:50,6.29696E+17,Northern California,
538,No candidate mentioned,0.4805,yes,0.6932,Neutral,0,0.3523,None of the above,0.4805,,judydchandler,,188,,,RT @TheBaxterBean: Rick Santorum said it best. #GOPDebate http://t.co/J97RbjEYlV,,8/7/2015 9:50,6.29696E+17,WA state,
539,Donald Trump,0.6813,yes,1,Positive,1,0.3407,None of the above,1,,alaimoa,,0,,,Trumptastic #GOPDebate,,8/7/2015 9:50,6.29696E+17,"Red Bank, NJ",Eastern Time (US & Canada)
540,No candidate mentioned,1,yes,1,Negative,2,0.6477,Jobs and Economy,0.6591,,hunter_chip,,118,,,"RT @MattyIceAZ: US Economy added 215,000 jobs in July. This must be the result of ""job-killing Obamacare"" Republicans talked about last nigâ€¦",,8/7/2015 9:50,6.29696E+17,"Dayton, ohio",
541,No candidate mentioned,1,yes,1,Positive,1,0.6667,None of the above,1,,JeffreyAtwan,,0,,,"""@CarlyFiorina was one of the biggest winners Thursday night without even stepping on the prime-time stage."" -@CNN #GOPDebate",,8/7/2015 9:50,6.29696E+17,Southern California,Pacific Time (US & Canada)
542,Donald Trump,0.686,yes,1,Negative,2,1,None of the above,1,,ripleycal,,0,,,"Re #GOPDebate: Sure, it's all fun and games until one of these wackos has his finger on the big red button. http://t.co/ndgrhvpB4I",,8/7/2015 9:50,6.29696E+17,"Pasadena, CA",Pacific Time (US & Canada)
543,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,NancyLeeGrahn,,5,,,How did everyone feel about the Climate Change question last night? Exactly. #GOPDebate,,8/7/2015 9:50,6.29696E+17,Daytime TV,Pacific Time (US & Canada)
